Name,MolWeight,SMILES
NCGC00167422-01,184.49099999999996,FC(F)OC(F)(F)C(F)Cl
NCGC00015784-07,393.4620000000001,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
NCGC00254747-01,308.139,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1
NCGC00159452-02,236.20199999999994,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
NCGC00016306-01,102.09300000000002,N[C@@H]1CONC1=O
NCGC00166104-01,205.34799999999993,NC(=O)CCCCC1CCSS1
NCGC00167511-01,176.17499999999998,NC1=NC(=O)C(c2ccccc2)O1
NCGC00015036-03,151.25299999999996,NC12CC3CC(CC(C3)C1)C2
NCGC00015054-06,198.26899999999998,Nc1c2c(nc3ccccc13)CCCC2
NCGC00091663-03,142.58899999999997,Nc1ccc(Cl)cc1N
NCGC00182047-01,285.23499999999996,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
NCGC00025167-01,840.9240000000003,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O
NCGC00160596-02,344.4719999999999,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O
NCGC00165899-01,465.56800000000027,CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](O)COc1ccccc1
NCGC00183123-01,504.4380000000002,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00160446-01,205.23199999999997,O=C(/C=C/c1cccc(F)c1)NC1CC1
NCGC00095105-01,556.8630000000002,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I
NCGC00159389-03,236.3,CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1
NCGC00181123-01,533.5780000000005,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC.O=C(O)/C=C\C(=O)O
NCGC00166218-01,302.24600000000004,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1
NCGC00162100-02,435.31800000000015,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O
NCGC00142391-03,441.40400000000017,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
NCGC00016743-01,288.3070000000001,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21
NCGC00016878-01,362.40700000000015,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
NCGC00166115-01,631.5709999999999,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC
NCGC00255250-01,265.338,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
NCGC00182074-02,640.6490000000001,O=C(OCC1(COC(=O)c2cccnc2)CCCC(COC(=O)c2cccnc2)(COC(=O)c2cccnc2)C1O)c1cccnc1
NCGC00181304-01,111.104,NC1=NC(=O)N2CC12
NCGC00018117-07,180.16699999999997,Cn1c(=O)c2[nH]cnc2n(C)c1=O
NCGC00164380-02,302.41399999999993,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
NCGC00095896-01,564.8540000000003,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O
NCGC00092384-02,266.68800000000005,CN1CC(=O)N=C1NC(=O)Nc1cccc(Cl)c1
NCGC00159329-02,300.398,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
NCGC00167798-01,395.2720000000002,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
NCGC00159363-02,312.453,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
NCGC00091819-01,106.12399999999997,O=Cc1ccccc1
NCGC00185753-01,668.5410000000005,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OP(=O)(O)O
NCGC00016682-02,436.5740000000002,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
NCGC00164583-01,325.434,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O
NCGC00017291-05,376.369,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
NCGC00255123-01,270.37199999999996,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
NCGC00016335-01,266.34000000000003,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1
NCGC00160654-01,166.17599999999996,CCOC(=O)c1ccc(O)cc1
NCGC00258100-01,306.446,CCCCCCCCCCCCOC(=O)c1ccc(O)cc1
NCGC00258343-01,350.46400000000006,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1
NCGC00022472-05,346.46700000000004,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
NCGC00015471-02,255.23399999999995,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
NCGC00182070-02,791.1150000000001,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
NCGC00091643-07,167.25799999999998,Sc1nc2ccccc2s1
NCGC00183137-01,357.14300000000003,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
NCGC00013724-01,398.297,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
NCGC00166037-02,210.13499999999996,O=P([O-])([O-])OC(CO)CO.[Ca+2]
NCGC00013012-01,426.3400000000002,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2]
NCGC00168771-01,623.6780000000003,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]
NCGC00094357-01,361.30999999999995,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
NCGC00024772-01,206.633,Nc1c[n+](N2CCOCC2)no1.[Cl-]
NCGC00255803-01,479.0200000000003,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-]
NCGC00163245-01,891.5400000000005,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
NCGC00181356-01,471.4230000000001,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1.[I-]
NCGC00017146-01,396.5680000000001,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+]
NCGC00167486-01,471.38100000000026,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+]
NCGC00159391-02,838.0040000000001,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+]
NCGC00260480-01,696.6780000000001,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+]
NCGC00167581-01,628.6470000000003,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1.[Na+].[Na+]
NCGC00182041-01,405.3580000000001,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+]
NCGC00094720-01,420.41900000000015,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+]
NCGC00017029-01,457.8710000000002,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+]
NCGC00159472-02,175.119,Nc1ccc(C(=O)[O-])c(O)c1.[Na+]
NCGC00166169-01,255.66500000000002,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1
NCGC00015876-07,314.411,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
NCGC00255296-01,420.3770000000002,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21
NCGC00017066-01,370.3310000000002,Br.COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3.O
NCGC00094561-01,350.458,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
NCGC00095837-01,222.37199999999993,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C
NCGC00095209-01,270.284,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
NCGC00165968-01,283.393,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1
NCGC00025158-01,408.4980000000001,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O
NCGC00094280-01,235.674,C[C@@H]1C(=O)N=C2Nc3cccc(Cl)c3CN21
NCGC00168347-01,261.365,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C
NCGC00163160-01,209.31799999999998,C=CCN1CCc2nc(N)sc2CC1
NCGC00160642-01,383.47000000000025,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC
NCGC00167539-01,117.15099999999995,c1ccc2[nH]ccc2c1
NCGC00094646-01,184.263,c1ccc2c(c1)sc1ccccc12
NCGC00254556-01,248.39700000000002,c1csc(-c2ccc(-c3cccs3)s2)c1
NCGC00094810-01,308.33299999999997,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
NCGC00254359-01,399.4430000000002,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
NCGC00166145-02,1067.2589999999993,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
NCGC00166306-01,1144.305,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
NCGC00181133-01,1129.2899999999997,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
NCGC00186462-01,391.55500000000006,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1
NCGC00022043-04,372.5050000000001,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
NCGC00095133-01,321.33700000000005,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
NCGC00091761-03,220.35599999999997,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
NCGC00164515-01,228.33499999999995,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
NCGC00160445-01,223.07,CC(C)C(Br)C(=O)NC(N)=O
NCGC00163335-01,131.17499999999998,CC(C)C[C@@H](N)C(=O)O
NCGC00160536-01,400.6470000000002,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
NCGC00168348-01,236.27499999999998,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
NCGC00015954-02,514.5320000000004,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
NCGC00015159-06,307.434,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
NCGC00016769-01,377.53200000000015,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O
NCGC00015883-05,410.4930000000003,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
NCGC00024714-03,278.39900000000006,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
NCGC00068236-02,375.40000000000015,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
NCGC00095158-01,185.18299999999996,Cc1ncc([N+](=O)[O-])n1CC(C)O
NCGC00159362-02,242.32199999999997,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2
NCGC00018248-04,351.40900000000005,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
NCGC00168252-01,336.479,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
NCGC00180997-01,206.24499999999995,CCC(C(=O)NC(N)=O)c1ccccc1
NCGC00160645-01,499.55700000000036,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
NCGC00016288-01,155.197,CCC1(C)CC(=O)NC(=O)C1
NCGC00095019-01,256.258,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
NCGC00181135-02,670.8369999999999,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O
NCGC00167515-01,565.7960000000005,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
NCGC00167441-01,211.334,CCCN[C@H]1CCc2nc(N)sc2C1
NCGC00168265-01,323.44000000000017,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
NCGC00091583-02,166.17600000000002,CCOc1cc(C=O)ccc1O
NCGC00168251-01,313.3970000000001,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
NCGC00247735-01,247.72899999999998,Cl.c1cnc2cc3c(cc2n1)C1CNCC3C1
NCGC00015678-02,315.84099999999995,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C.Cl
NCGC00016101-02,280.8429999999999,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
NCGC00168779-01,390.82800000000003,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl
NCGC00185766-01,331.8400000000001,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl
NCGC00181139-01,177.719,CNC(C)CCC=C(C)C.Cl
NCGC00094929-01,281.82699999999994,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl
NCGC00188443-01,361.921,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl
NCGC00016954-05,255.793,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21.Cl
NCGC00016562-01,348.9429999999999,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl
NCGC00016667-01,344.88300000000015,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl
NCGC00016991-03,330.85599999999994,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl
NCGC00183832-01,384.35099999999994,Cc1cccc(C)c1N(CCCc1cccnc1)C(=O)C(C)N.Cl.Cl
NCGC00181350-02,419.743,Cl.Cl.Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
NCGC00017063-01,464.82100000000014,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O
NCGC00016672-01,326.271,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl
NCGC00015243-02,362.30400000000003,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
NCGC00015469-05,282.558,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
NCGC00015931-04,248.15700000000004,Cl.NC1CCN(c2cccc(Cl)n2)CC1
NCGC00095140-01,316.316,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl
NCGC00182075-03,366.91400000000004,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21.Cl
NCGC00016397-01,345.87400000000014,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl
NCGC00160395-01,331.84700000000004,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl
NCGC00016908-01,323.867,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl
NCGC00183873-01,348.8780000000001,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2.Cl
NCGC00015686-05,521.0980000000005,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC.Cl
NCGC00182040-01,381.90000000000015,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC.Cl
NCGC00247700-01,231.72299999999998,COc1ccc(OC)c(C[C@H](C)N)c1.Cl
NCGC00183866-01,415.965,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC.Cl
NCGC00094507-01,286.72200000000004,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1.Cl
NCGC00016837-01,501.9890000000003,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl
NCGC00016693-01,480.9010000000001,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl
NCGC00183365-01,168.62400000000002,Cl.NCCC[C@H](N)C(=O)O
NCGC00016752-01,461.4520000000003,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl
NCGC00016773-01,323.8200000000001,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1.Cl
NCGC00247670-01,185.654,C[C@@H](N)C(=O)c1ccccc1.Cl
NCGC00167437-01,315.8039999999999,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21
NCGC00182043-01,1218.7720000000002,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O.Cl
NCGC00167834-01,535.0370000000004,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl
NCGC00016640-03,268.704,CCOC(=O)NNc1nncc2ccccc12.Cl
NCGC00093898-02,296.7980000000001,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
NCGC00167442-01,444.9810000000002,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl
NCGC00181083-01,375.896,Cl.O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1
NCGC00182965-01,347.9300000000001,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
NCGC00164602-01,337.84700000000004,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1.Cl
NCGC00016661-01,327.85200000000003,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl
NCGC00016614-01,275.7319999999999,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
NCGC00159390-02,391.294,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
NCGC00163886-03,321.549,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
NCGC00160528-01,294.763,O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1
NCGC00160455-01,420.853,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O
NCGC00160658-01,363.885,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2
NCGC00168249-01,300.745,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
NCGC00160595-01,312.80000000000007,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21
NCGC00095905-01,204.52799999999993,ClCCN(CCCl)CCCl
NCGC00016942-01,837.0580000000002,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
NCGC00016257-04,231.29899999999992,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
NCGC00090764-02,277.40799999999996,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
NCGC00258171-01,164.252,CN(C)c1ccc(N(C)C)cc1
NCGC00255799-01,269.30400000000003,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1
NCGC00015580-08,309.4339999999999,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
NCGC00025346-02,265.36,CN1CCN2c3ncccc3Cc3ccccc3C2C1
NCGC00094600-01,307.437,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
NCGC00181130-01,382.5290000000001,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
NCGC00093889-03,275.35200000000003,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
NCGC00095053-01,1141.3590000000006,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)cc1
NCGC00249607-01,166.56,COC(=O)C(Cl)C(=O)OC
NCGC00247709-01,311.38100000000003,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
NCGC00186046-01,365.47700000000015,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21
NCGC00015822-09,285.391,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
NCGC00164512-01,274.272,COc1ccccc1OC(=O)Oc1ccccc1OC
NCGC00015715-04,271.36,CNCCC(Oc1ccccc1OC)c1ccccc1
NCGC00016375-01,310.33500000000004,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
NCGC00075916-01,320.345,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
NCGC00095118-01,314.362,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
NCGC00163494-01,504.97000000000037,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
NCGC00160383-01,371.427,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
NCGC00021146-06,395.4340000000001,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
NCGC00016692-01,420.3220000000002,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
NCGC00166205-01,506.21400000000006,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1
NCGC00016357-01,570.9340000000002,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O
NCGC00181338-01,650.976,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
NCGC00024589-02,219.28799999999998,CC(C)NCC(O)c1ccc(N)c(C#N)c1
NCGC00016973-01,285.31,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
NCGC00015947-02,284.32300000000004,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N
NCGC00095276-01,451.52100000000024,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1
NCGC00016914-01,575.6320000000004,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
NCGC00183363-01,1143.29,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
NCGC00092366-02,620.5110000000003,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC
NCGC00165883-02,238.197,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
NCGC00096051-02,258.234,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
